,Protein_ID,Compound_ID,Label
8747,Q12178,SUB-7015,1
18521,Q59328,SUB-7829,0
8071,Q39208,SUB-2224,1
1340,P10959,SUB-5280,1
15107,Q26998,SUB-5892,0
11474,D0UH99,SUB-5024,1
3686,Q00441,SUB-5377,1
19263,Q3LSM4,SUB-10198,0
6441,B6EPH0,SUB-3445,1
14395,Q8RQQ0,SUB-7050,0
24392,Q67A25,SUB-6369,0
707,P06802,SUB-7385,1
1794,Q2UL94,SUB-3120,1
2874,Q6AYS7,SUB-6645,1
489,C9K2Z6,SUB-8305,1
20112,P59655,SUB-486,0
11850,Q93TJ5,SUB-8467,1
16675,Q9SC13,SUB-4643,0
23847,P04963,SUB-1338,0
3832,Q8GR22,SUB-8108,1
9363,O24641,SUB-188,1
11468,Q3UEG6,SUB-6541,1
13743,Q15493,SUB-9400,0
10968,Q81VW8,SUB-563,1
11332,Q9WTN0,SUB-3490,1
1655,P78329,SUB-7082,1
21890,Q9ZBU1,SUB-5840,0
10868,P04963,SUB-597,1
11651,Q51947,SUB-5319,1
8213,P37334,SUB-1239,1
20806,Q5FSN8,SUB-5161,0
31,P0A111,SUB-2324,1
8668,A0ZXZ4,SUB-1177,1
18484,Q76HN6,SUB-8815,0
1840,Q5BM20,SUB-4442,1
18896,P59337,SUB-9601,0
2065,Q96DE0,SUB-9606,1
16487,Q9LCQ7,SUB-7518,0
5806,P05793,SUB-458,1
13707,Q68CP4,SUB-5500,0
25554,Q9FCA7,SUB-7292,0
12826,Q07566,SUB-2545,1
16907,Q8X1D8,SUB-8328,0
13280,P80679,SUB-2115,0
25588,P22869,SUB-3266,0
8258,P21890,SUB-9581,1
9365,O24641,SUB-6163,1
24256,O87876,SUB-9050,0
23577,P0A6H5,SUB-5522,0
12091,Q9WPH5,SUB-8015,1
1939,Q12053,SUB-4672,1
19050,Q9F5N9,SUB-6955,0
9588,Q6YNI5,SUB-6782,1
8943,H3JQW0,SUB-5790,1
25693,A0A144KZJ7,SUB-5957,0
24308,O68977,SUB-9958,0
20968,J9SJ08,SUB-6480,0
4065,Q8YWM0,SUB-334,1
22867,Q9FAW5,SUB-5439,0
21496,O14772,SUB-5878,0
2106,Q91WR5,SUB-9218,1
20081,P51650,SUB-9831,0
15012,P19801,SUB-2929,0
25581,P22869,SUB-388,0
6351,P29082,SUB-9933,1
22799,A0A140CUL9,SUB-5533,0
10195,P37967,SUB-7478,1
6346,P19623,SUB-4818,1
12615,Q6QHF9,SUB-6762,1
11747,Q9N119,SUB-5494,1
5820,P36269,SUB-4462,1
10,P0A111,SUB-6232,1
23073,Q8K4X7,SUB-3110,0
2097,Q7X2H8,SUB-3771,1
5074,Q0E9Q7,SUB-2139,1
10464,P41407,SUB-8420,1
17158,P39849,SUB-8099,0
17143,P39849,SUB-9171,0
15367,Q2Z1W3,SUB-2180,0
5032,B8K1W1,SUB-8005,1
22700,Q59477,SUB-3649,0
9842,Q5K134,SUB-2833,1
22555,O69054,SUB-5926,0
11157,A0A097ZMY7,SUB-9127,1
13139,Q7S0S2,SUB-10112,0
12194,P26440,SUB-3995,1
1479,W8CXQ9,SUB-7322,1
7970,P11935,SUB-7280,1
11393,Q84H73,SUB-5158,1
14355,P11889,SUB-3948,0
10126,P39462,SUB-9573,1
21778,F5H5G0,SUB-1601,0
10264,Q8K4B7,SUB-2569,1
6839,A0A061D1S0,SUB-5422,1
22046,G0S3N2,SUB-10267,0
16455,P00791,SUB-2714,0
24230,Q8U438,SUB-6197,0
6704,Q969S8,SUB-2468,1
22510,Q9SQ67,SUB-3006,0
13430,G1UBD1,SUB-231,0
10044,O60568,SUB-1682,1
14230,Q2VEQ7,SUB-967,0
13542,P26459,SUB-8195,0
18189,P08319,SUB-5293,0
15375,G3CRD1,SUB-1830,0
12472,Q8N9F0,SUB-3043,1
12040,P46883,SUB-1714,1
15301,Q670W0,SUB-5695,0
824,P42106,SUB-4967,1
8578,P31013,SUB-8652,1
22199,P51647,SUB-4438,0
16731,Q9HLX1,SUB-4724,0
11864,Q93TJ5,SUB-9379,1
2807,P21643,SUB-9101,1
15709,P97872,SUB-6158,0
13138,Q7S0S2,SUB-7460,0
24181,A1TX06,SUB-5708,0
8165,P08311,SUB-7071,1
468,C9K2Z6,SUB-1973,1
15829,G0RVK1,SUB-5403,0
9610,B6ZKM3,SUB-1047,1
4632,Q60136,SUB-9529,1
13037,P0A111,SUB-536,0
25329,P0A6L2,SUB-9744,0
341,C1IWT4,SUB-5708,1
22746,O54408,SUB-2127,0
9491,Q9HXE7,SUB-10147,1
13405,B3TMR8,SUB-879,0
22475,Q80VQ0,SUB-8665,0
1619,Q39103,SUB-981,1
21466,P00698,SUB-5678,0
18874,B5D5P2,SUB-7087,0
2102,Q67PI3,SUB-760,1
11367,B2VFD8,SUB-7110,1
19044,O55026,SUB-6234,0
16340,P07824,SUB-6464,0
16827,Q8GR22,SUB-6028,0
1927,P11884,SUB-7977,1
10103,Q8L3C9,SUB-1376,1
19217,F1CMX3,SUB-48,0
21563,P31013,SUB-9563,0
18960,P06875,SUB-1249,0
15594,Q43135,SUB-5370,0
3180,Q04631,SUB-957,1
20640,Q5SLC4,SUB-8953,0
1653,Q6WAU1,SUB-6056,1
688,Q7Z975,SUB-8616,1
25764,P28907,SUB-2325,0
19245,O65782,SUB-686,0
23475,Q8RJB2,SUB-10073,0
15811,P40859,SUB-1087,0
7850,Q8IEK1,SUB-9120,1
19480,C7FF05,SUB-1586,0
9750,Q52383,SUB-3625,1
25321,Q70JP0,SUB-9130,0
10045,A1JHN0,SUB-7821,1
13502,P72224,SUB-1375,0
6878,P80340,SUB-5123,1
22083,A2DJ40,SUB-2207,0
12463,P26162,SUB-5522,1
16766,Q9LFT6,SUB-4747,0
13804,P04694,SUB-948,0
25249,P07328,SUB-2694,0
10851,P04963,SUB-766,1
16235,Q0MVP2,SUB-2024,0
4011,Q6RS93,SUB-9774,1
10381,Q6XBH1,SUB-6198,1
1531,Q99JW2,SUB-7025,1
16722,E4QP00,SUB-9748,0
18731,C4PFX1,SUB-2322,0
23213,P37967,SUB-6204,0
17635,Q60136,SUB-3694,0
10084,P55210,SUB-8379,1
12244,P07328,SUB-4210,1
20054,P17516,SUB-4580,0
15381,D2KWC2,SUB-806,0
7740,P0ACC7,SUB-443,1
3453,P00791,SUB-2617,1
23931,P04963,SUB-713,0
9110,B8N106,SUB-8692,1
17039,P07202,SUB-8359,0
4876,A9QXE0,SUB-1613,1
23589,I3RE04,SUB-9712,0
15779,P28796,SUB-5095,0
20772,P56817,SUB-1316,0
9667,Q9C1S6,SUB-4318,1
14275,A8DRH9,SUB-243,0
8794,F5H5G0,SUB-1734,1
2357,A0A0D5A4E4,SUB-5114,1
20588,Q52087,SUB-5150,0
20710,Q9R1T5,SUB-8565,0
10663,P00371,SUB-8482,1
211,P16098,SUB-831,1
3650,P13129,SUB-4299,1
8343,Q6P549,SUB-3991,1
7546,Q53389,SUB-6547,1
25830,F4K645,SUB-5522,0
13705,P06802,SUB-4447,0
22345,P22983,SUB-5509,0
2073,P22734,SUB-9447,1
17166,A0A060S684,SUB-1107,0
20877,P00183,SUB-10057,0
16550,W6CX26,SUB-2788,0
7849,Q8IEK1,SUB-9411,1
7073,Q9ZUX1,SUB-5539,1
24155,A0A059UAD7,SUB-2177,0
19902,C9JRZ8,SUB-1056,0
6105,Q96V44,SUB-2665,1
13513,P0A955,SUB-169,0
22276,Q833X5,SUB-8900,0
2489,Q00740,SUB-5767,1
5738,C4PFX1,SUB-7447,1
25826,C0JP83,SUB-1745,0
142,Q9HG00,SUB-5487,1
21720,O28050,SUB-10026,0
19210,Q6VVW9,SUB-780,0
18883,Q7MX92,SUB-7969,0
24871,Q93TJ5,SUB-10215,0
12251,P07328,SUB-10294,1
11635,Q51947,SUB-9174,1
12173,Q8YXV3,SUB-2869,1
6557,P39831,SUB-6541,1
10885,P04963,SUB-6050,1
6319,P06276,SUB-1302,1
20717,F4KU78,SUB-1891,0
9181,A0A9I9,SUB-400,1
25649,P42588,SUB-491,0
18142,Q8VU79,SUB-4578,0
9213,Q13126,SUB-5080,1
17864,A9QXE0,SUB-8926,0
15382,Q0WP12,SUB-4404,0
17250,Q8WNV7,SUB-4937,0
482,C9K2Z6,SUB-9716,1
21799,F5H5G0,SUB-10053,0
4387,Q6WB13,SUB-6238,1
18081,Q05469,SUB-5353,0
4395,Q5GCA8,SUB-2967,1
6313,P06276,SUB-2368,1
7762,P39482,SUB-165,1
5678,F1T2J9,SUB-150,1
8995,P15559,SUB-4373,1
19492,C7FF05,SUB-8314,0
5322,P97051,SUB-9247,1
13491,C9K2Z6,SUB-8154,0
25681,Q93YB2,SUB-4669,0
6983,A0A075B5G4,SUB-3419,1
11095,P30837,SUB-60,1
23916,P04963,SUB-2345,0
3761,Q7G191,SUB-9857,1
25428,P49012,SUB-491,0
6203,P05982,SUB-8437,1
11364,A0A2I6U1R0,SUB-9417,1
8593,P51661,SUB-5930,1
22367,A0A1W6VPA7,SUB-6761,0
11605,Q4ZV08,SUB-9224,1
1346,P10959,SUB-6326,1
18775,P11511,SUB-8174,0
17651,P15636,SUB-3135,0
21285,D2YZL5,SUB-9512,0
1443,F9UM18,SUB-5270,1
9584,A0EL75,SUB-8638,1
8377,D7UER1,SUB-8464,1
3466,P00791,SUB-6927,1
22231,Q13126,SUB-3330,0
2085,P92979,SUB-5405,1
24210,C4R4L0,SUB-427,0
2119,Q8RBF4,SUB-8767,1
7023,P13035,SUB-3546,1
16385,Q5M886,SUB-8221,0
12957,P12955,SUB-7996,1
18136,P04825,SUB-9040,0
8661,A5JTM5,SUB-4749,1
9071,F0HXE4,SUB-5333,1
21056,Q9V730,SUB-7432,0
9851,Q58LW6,SUB-4902,1
11954,A9CPS8,SUB-7103,1
11430,Q9QY93,SUB-917,1
25315,Q70JP0,SUB-5690,0
3825,Q9L9D7,SUB-2821,1
15828,G0RVK1,SUB-6256,0
260,P80679,SUB-5693,1
4025,Q8WRD8,SUB-5224,1
1223,Q9UBR2,SUB-5021,1
1377,Q5EG61,SUB-3596,1
13911,P10182,SUB-9253,0
7306,A0A1D6BJ11,SUB-5620,1
9597,Q8RDE9,SUB-6041,1
24220,P84887,SUB-5283,0
16919,O33830,SUB-8339,0
25986,P20582,SUB-5725,0
6518,R9W5L0,SUB-5075,1
18596,Q13093,SUB-4054,0
6277,P35354,SUB-6222,1
12249,P07328,SUB-1031,1
24105,P30837,SUB-8141,0
15949,Q62087,SUB-10305,0
20886,P00183,SUB-8831,0
8433,B2J1M1,SUB-2122,1
16347,P17109,SUB-5455,0
18310,P76217,SUB-5203,0
15365,Q2Z1W3,SUB-9826,0
18987,Q02499,SUB-665,0
16910,Q8X1D8,SUB-4386,0
11977,A9Q1G4,SUB-6435,1
17543,P11310,SUB-3952,0
20194,Q7FAE1,SUB-1785,0
12364,P20720,SUB-902,1
14799,Q6GMR7,SUB-9348,0
2960,P63819,SUB-5522,1
2252,A0A0H2UR34,SUB-5222,1
2088,P70627,SUB-3078,1
14833,Q5BM20,SUB-4377,0
14424,F9UM18,SUB-5683,0
16117,Q12737,SUB-8227,0
22611,P50282,SUB-4594,0
4525,O86447,SUB-2533,1
22546,A0QQJ4,SUB-996,0
24453,Q9X2N2,SUB-362,0
15317,P76641,SUB-878,0
14362,P11546,SUB-9906,0
12180,Q7Z4W1,SUB-6515,1
14299,Q9HK01,SUB-4038,0
25215,Q7X9A9,SUB-5545,0
20733,P0ACC7,SUB-4098,0
7317,Q1JUP4,SUB-4659,1
320,Q67YC0,SUB-9605,1
22528,E2GIN1,SUB-5465,0
23414,O60259,SUB-4509,0
21426,B2J1M1,SUB-1707,0
12407,Q75P26,SUB-5524,1
14743,Q58933,SUB-4559,0
1084,P80067,SUB-8862,1
23360,P56937,SUB-4951,0
11844,Q93TJ5,SUB-4033,1
1191,P13114,SUB-9314,1
20211,P05804,SUB-6152,0
8812,Q14296,SUB-5522,1
10290,P81156,SUB-7175,1
4846,P0A924,SUB-10015,1
23906,P04963,SUB-3828,0
2803,Q12556,SUB-5248,1
1864,Q9UVP6,SUB-9079,1
7160,P51857,SUB-6308,1
6054,P46413,SUB-6197,1
14065,O52791,SUB-10265,0
8769,P40566,SUB-685,1
25643,F8TW82,SUB-8873,0
13955,Q64435,SUB-9336,0
9587,Q6YNI5,SUB-10066,1
23556,Q6R4Q9,SUB-1788,0
22663,A0A096ZEC9,SUB-766,0
10946,P13254,SUB-6787,1
1805,Q6GMR7,SUB-3795,1
11046,P30837,SUB-2089,1
5864,P0A110,SUB-1865,1
4366,Q9HFV6,SUB-511,1
8362,D7UER1,SUB-10029,1
18425,P11245,SUB-2572,0
4440,Q84Q58,SUB-5608,1
1233,Q2VEQ7,SUB-3288,1
5911,Q9FG67,SUB-2895,1
12863,P94388,SUB-90,1
7003,Q9ZVL6,SUB-105,1
5169,P58758,SUB-5784,1
15010,P19801,SUB-1838,0
11156,A0A097ZMY7,SUB-5733,1
24704,E7FHL9,SUB-139,0
20203,Q2KNL6,SUB-5224,0
24624,Q51947,SUB-4587,0
9467,A3KEZ1,SUB-10161,1
16139,C3VPJ1,SUB-9889,0
5405,B8XA40,SUB-5784,1
25573,P22869,SUB-9461,0
11310,Q01911,SUB-7209,1
2949,O67987,SUB-1108,1
8461,Q09LZ0,SUB-3203,1
18274,Q86A17,SUB-8019,0
677,Q0QLF2,SUB-8047,1
19481,C7FF05,SUB-3423,0
13450,Q7G9P4,SUB-7175,0
23701,P26616,SUB-2124,0
15021,P19801,SUB-6499,0
23326,A0A024FRL9,SUB-8347,0
1296,P52895,SUB-191,1
4391,P33316,SUB-2768,1
21550,Q91ZV4,SUB-7525,0
20533,Q53389,SUB-7672,0
24678,Q05514,SUB-3276,0
11592,A0P951,SUB-5646,1
25304,A0A0G3ICV8,SUB-1162,0
2239,P28845,SUB-9471,1
20284,Q16850,SUB-9475,0
9831,Q0ZUL0,SUB-417,1
3342,P07824,SUB-7585,1
6102,Q96V44,SUB-5814,1
365,P0A434,SUB-1052,1
23309,P08236,SUB-1361,0
4198,Q0PIV8,SUB-8138,1
9237,Q13126,SUB-1347,1
2795,Q47914,SUB-8554,1
3694,P13001,SUB-525,1
4405,P07205,SUB-7035,1
19389,Q9F118,SUB-2229,0
23697,Q47RJ7,SUB-2364,0
13775,P26093,SUB-6590,0
23744,Q06241,SUB-9796,0
19638,P00634,SUB-3763,0
12662,G2IKV5,SUB-9993,1
13501,P72224,SUB-9434,0
16928,P21219,SUB-8000,0
21831,Q9UK23,SUB-6125,0
4485,Q63704,SUB-2379,1
4946,P0CG30,SUB-9720,1
12643,A0A0C5AJS1,SUB-9456,1
10062,O34807,SUB-529,1
5956,P06875,SUB-9565,1
22644,A0A0J9X243,SUB-5243,0
13584,Q02068,SUB-8782,0
22742,Q52383,SUB-7063,0
15222,I0B6I9,SUB-6027,0
12698,Q93RA3,SUB-4240,1
22485,Q9HXE7,SUB-5976,0
5141,P04825,SUB-8692,1
1894,Q8KZP9,SUB-5412,1
9376,H9TU28,SUB-7261,1
19388,Q5BQE6,SUB-8361,0
1898,Q8KZP9,SUB-5363,1
832,P9WIN5,SUB-2267,1
16377,O00418,SUB-6725,0
22707,P39714,SUB-1640,0
14091,Q97XS9,SUB-295,0
8882,Q8VPT7,SUB-3444,1
153,A5H0J5,SUB-1415,1
15040,V4GH04,SUB-8028,0
14647,Q6WAU1,SUB-5172,0
11968,Q735A2,SUB-1186,1
17896,F2L0W0,SUB-1783,0
6362,P18417,SUB-3344,1
7770,Q4TZQ3,SUB-2416,1
25838,A0A075W695,SUB-5521,0
6866,P37610,SUB-1415,1
3882,I3VIX5,SUB-3373,1
17459,P12265,SUB-8404,0
19008,P23457,SUB-10296,0
15778,P28796,SUB-5590,0
2202,Q9SR37,SUB-8144,1
7997,O34142,SUB-4656,1
22837,Q5K134,SUB-3698,0
14727,Q2K0Q7,SUB-3248,0
18495,Q6N8N2,SUB-4919,0
13057,Q8KHZ8,SUB-995,0
10417,O60259,SUB-29,1
14660,P78329,SUB-1021,0
15155,A8QCW4,SUB-5876,0
7062,P17516,SUB-7930,1
2602,Q9KPS2,SUB-7271,1
12177,Q8YXV3,SUB-8838,1
7211,Q2KNL6,SUB-2600,1
17745,P13650,SUB-4227,0
18393,P15428,SUB-4388,0
10874,P04963,SUB-5744,1
1835,Q5BM20,SUB-9386,1
13232,P80679,SUB-7079,0
8555,Q91ZV4,SUB-5432,1
2764,P07998,SUB-4186,1
9327,P16116,SUB-4719,1
20191,P60584,SUB-606,0
22907,Q13KT2,SUB-3502,0
18063,Q9DCV3,SUB-7534,0
12838,O09159,SUB-9562,1
3589,Q9SMI2,SUB-7211,1
2356,Q9P979,SUB-3475,1
15085,Q7X2H8,SUB-9460,0
8663,A5JTM5,SUB-7429,1
23000,Q08220,SUB-8670,0
15059,Q96DE0,SUB-8805,0
24591,A3GF07,SUB-5926,0
21194,Q9WXE6,SUB-4938,0
7216,P05804,SUB-3540,1
13130,E8MGH8,SUB-2227,0
18452,Q16775,SUB-8612,0
4389,P33316,SUB-222,1
17263,Q8WNV7,SUB-3216,0
15632,Q9BY64,SUB-7444,0
119,G1EMI7,SUB-399,1
14097,P26439,SUB-5355,0
11989,P0CS93,SUB-4555,1
4959,P0CG30,SUB-4963,1
3121,Q12737,SUB-4083,1
10594,P10478,SUB-2819,1
10251,Q8K4B7,SUB-5538,1
25112,B2ZRE3,SUB-7056,0
20862,P00183,SUB-2971,0
15904,P0A6L4,SUB-3438,0
6741,P07741,SUB-6077,1
1020,Q9HA79,SUB-5475,1
17457,P0A825,SUB-6381,0
5849,P0A110,SUB-6793,1
58,P96762,SUB-5522,1
5334,Q86W56,SUB-2710,1
11146,A0A097ZMY7,SUB-2462,1
10590,A3MVR8,SUB-5797,1
6789,Q08IT7,SUB-7891,1
1068,A0A088BHP3,SUB-8974,1
14899,P80702,SUB-742,0
11477,Q7S3U4,SUB-6410,1
20835,D2WKD9,SUB-6398,0
3068,B9W4V6,SUB-5645,1
13552,Q9HWS0,SUB-8591,0
21548,Q91ZV4,SUB-2362,0
25817,Q7RWN7,SUB-6457,0
22675,Q8IZV5,SUB-8581,0
24497,P04176,SUB-7614,0
25287,A0A076JVU4,SUB-9661,0
20996,P08254,SUB-4610,0
3289,Q70Y21,SUB-3023,1
1799,Q6GMR7,SUB-2217,1
24562,Q01468,SUB-2793,0
7878,P00183,SUB-1818,1
13414,O73949,SUB-10028,0
24749,Q9N119,SUB-8520,0
18884,O67931,SUB-7728,0
15754,Q5HH69,SUB-1264,0
914,P10182,SUB-623,1
4288,Q8WNV7,SUB-1138,1
3795,Q53EH2,SUB-6896,1
20105,Q59771,SUB-5502,0
9528,E2GIN1,SUB-3668,1
12277,E7FHY4,SUB-1614,1
13326,B1IVD5,SUB-2016,0
6274,P31572,SUB-1003,1
22439,P9WMK9,SUB-4074,0
23594,Q59718,SUB-2313,0
23533,O08699,SUB-2019,0
13505,P72224,SUB-2617,0
10873,P04963,SUB-4779,1
5614,B6VGJ3,SUB-3689,1
10697,Q58409,SUB-4059,1
12914,P22984,SUB-6859,1
11997,P0CS93,SUB-7986,1
1173,Q07794,SUB-658,1
9624,Q7LYI9,SUB-9104,1
8598,P51661,SUB-3001,1
10100,Q7K9G0,SUB-5789,1
11214,C4R4L0,SUB-8299,1
21121,Q2PYM9,SUB-9235,0
11270,Q6RET3,SUB-1909,1
1570,P68175,SUB-1377,1
17789,Q1QBB9,SUB-4694,0
14198,P06622,SUB-9360,0
25384,O95865,SUB-6047,0
16366,Q9XUS5,SUB-7964,0
13123,P51635,SUB-6866,0
8361,D7UER1,SUB-9111,1
2813,A9WIR9,SUB-6935,1
16693,P13001,SUB-7798,0
5508,Q6N8N2,SUB-8139,1
4090,A4LA85,SUB-299,1
8967,P15559,SUB-5170,1
22054,P05202,SUB-7797,0
16751,Q7G191,SUB-4686,0
570,Q46920,SUB-7253,1
7611,P15555,SUB-234,1
10455,P41407,SUB-5890,1
21376,F1T242,SUB-4936,0
1541,Q8RNY0,SUB-6070,1
21884,Q9ZBU1,SUB-229,0
21028,Q00796,SUB-716,0
21749,P74836,SUB-3061,0
10707,P26616,SUB-7820,1
22511,Q9SQ67,SUB-1815,0
5041,Q96GD0,SUB-8114,1
8146,Q7SIG4,SUB-5029,1
2390,Q51405,SUB-1700,1
16456,P00791,SUB-9357,0
15262,Q84HI6,SUB-5149,0
21213,Q8TGI8,SUB-2556,0
10698,Q58409,SUB-2597,1
5090,Q05469,SUB-7072,1
21242,P14384,SUB-3032,0
6233,D4GPK6,SUB-2914,1
20653,Q44238,SUB-2295,0
23336,P00797,SUB-2260,0
25262,H8WR05,SUB-1802,0
20120,B3VTL5,SUB-5088,0
17974,Q63042,SUB-8529,0
6948,C9JRZ8,SUB-8577,1
7054,P17516,SUB-4568,1
7283,A0A1W5VLZ8,SUB-13,1
18164,P58758,SUB-4060,0
22831,Q76L37,SUB-7805,0
1534,Q99JW2,SUB-2584,1
3105,F2R038,SUB-8455,1
20149,P51857,SUB-3911,0
11526,P00452,SUB-5189,1
21344,Q99NF1,SUB-8329,0
3330,P28838,SUB-6028,1
23421,O14556,SUB-6353,0
20596,P15555,SUB-1522,0
14191,P06622,SUB-8975,0
20778,Q02567,SUB-9547,0
5995,Q8NK50,SUB-4111,1
12554,Q8KZT5,SUB-7585,1
3962,Q6ZQW0,SUB-9123,1
4256,Q8WNV7,SUB-10349,1
1784,Q5AJX2,SUB-789,1
7205,P06721,SUB-8979,1
17413,P0AGJ9,SUB-3790,0
8711,B3A042,SUB-2899,1
14653,P78329,SUB-4094,0
10638,P72156,SUB-7879,1
5319,P97051,SUB-5911,1
1914,O34746,SUB-4054,1
14335,P10959,SUB-5247,0
16622,Q552R4,SUB-8378,0
15211,D4YFM2,SUB-5479,0
24500,A0A0P0UPC6,SUB-4878,0
16779,P00778,SUB-6432,0
4190,A3E7Z7,SUB-7997,1
14127,P26439,SUB-4154,0
22265,A8HTN2,SUB-6823,0
1983,P06621,SUB-1556,1
18320,Q9M9F5,SUB-2579,0
3364,P17109,SUB-9774,1
4997,A2VA43,SUB-3313,1
2618,Q9BY64,SUB-6247,1
1033,Q9HA79,SUB-6248,1
15878,Q91XE4,SUB-130,0
25907,Q13162,SUB-1995,0
12580,P22869,SUB-7572,1
25523,Q52028,SUB-1059,0
604,Q02068,SUB-4755,1
16885,O52935,SUB-4951,0
24908,Q6XUJ4,SUB-6291,0
10996,P13448,SUB-3175,1
16189,Q04631,SUB-8713,0
24866,Q93TJ5,SUB-8180,0
25239,P07328,SUB-6724,0
21286,A7LCL0,SUB-4716,0
20592,Q9XGY6,SUB-7663,0
1321,Q96WX0,SUB-1254,1
6167,Q70XE6,SUB-5466,1
2576,Q5W1E6,SUB-2212,1
24970,Q29460,SUB-6045,0
13875,O94219,SUB-9604,0
23298,P19938,SUB-7075,0
21657,A5JTM5,SUB-3737,0
23072,Q02318,SUB-5744,0
12918,P22984,SUB-159,1
20138,G1T465,SUB-10022,0
22050,P05202,SUB-4344,0
15548,Q8BWF0,SUB-9924,0
11624,Q51947,SUB-6730,1
15879,Q91XE4,SUB-25,0
7573,H9N289,SUB-3167,1
10875,P04963,SUB-5241,1
19764,P13569,SUB-9416,0
15517,Q84PN8,SUB-4495,0
4318,Q67ZE1,SUB-7411,1
12265,H8WR05,SUB-8170,1
24884,P0A6W0,SUB-4999,0
24343,A0A2I6U1R0,SUB-1640,0
3932,P21219,SUB-7336,1
18126,B3Y018,SUB-3231,0
24238,O87876,SUB-1447,0
7456,O33456,SUB-9761,1
10069,Q9JKC1,SUB-23,1
20864,P00183,SUB-8087,0
25197,Q94LW9,SUB-4898,0
14450,Q96Z02,SUB-1380,0
10115,P39462,SUB-1269,1
19225,A0A0K9R8G5,SUB-6553,0
14500,A0A133P8W5,SUB-9760,0
10116,P39462,SUB-3880,1
24410,A4ECA9,SUB-1673,0
4209,Q402C7,SUB-2677,1
14657,P78329,SUB-8803,0
16332,P28838,SUB-9126,0
8219,Q8TGI8,SUB-1021,1
10250,Q8K4B7,SUB-343,1
13397,Q7NXD4,SUB-7568,0
7275,Q8PZ67,SUB-7247,1
19952,P18548,SUB-7813,0
15446,Q8WZG3,SUB-8386,0
13512,P72224,SUB-5617,0
7896,Q50EK3,SUB-2670,1
25481,Q97UH8,SUB-10344,0
6492,C7FF05,SUB-3742,1
18560,Q06902,SUB-10105,0
21005,G4WJC8,SUB-8151,0
18905,Q9FG67,SUB-8304,0
9799,Q08257,SUB-7562,1
12794,Q86V24,SUB-8756,1
25543,Q6P7B9,SUB-9551,0
18828,P0A110,SUB-7002,0
10755,Q9BYC5,SUB-3732,1
3312,Q9LDF2,SUB-2598,1
5791,A5A0S1,SUB-3043,1
13737,Q15493,SUB-8649,0
7035,P00929,SUB-9041,1
11259,O87876,SUB-7866,1
9456,P50162,SUB-1103,1
12161,J7JYU5,SUB-6879,1
1964,U5PUZ1,SUB-1028,1
15425,P60932,SUB-10331,0
17261,Q8WNV7,SUB-6050,0
25029,Q8GI14,SUB-6838,0
3520,Q96KN2,SUB-7155,1
5735,P17178,SUB-9790,1
11670,P16406,SUB-9077,1
4109,Q9TVW2,SUB-6930,1
16865,Q9TRC7,SUB-7074,0
25226,Q9UI42,SUB-1995,0
7313,Q64602,SUB-578,1
24588,Q8U4Q8,SUB-2622,0
22904,O81884,SUB-1315,0
10744,Q9ZAG3,SUB-4675,1
13575,Q02068,SUB-3182,0
18023,B8K1W1,SUB-1018,0
23031,Q6NVY1,SUB-7269,0
11321,P00794,SUB-8692,1
12334,P0A6L2,SUB-760,1
2918,P0A6L4,SUB-2763,1
4041,B2LYJ5,SUB-5069,1
10506,P07688,SUB-4847,1
605,Q02068,SUB-7383,1
14673,A0A166IXY4,SUB-680,0
4995,A2VA43,SUB-3137,1
9133,Q8IJ74,SUB-1727,1
25494,O95544,SUB-1960,0
25593,P22869,SUB-7676,0
25572,P22869,SUB-1245,0
21257,P21890,SUB-125,0
23717,P15289,SUB-7866,0
18193,P08319,SUB-3485,0
6317,P06276,SUB-8254,1
204,Q9JLJ3,SUB-6607,1
13194,Q9JLJ3,SUB-5962,0
11881,Q61153,SUB-8432,1
15513,A4QUT2,SUB-2902,0
10079,Q8K4X7,SUB-1864,1
19893,Q8GKS3,SUB-7669,0
17546,P11310,SUB-6536,0
23158,A0A0E3GVY6,SUB-4140,0
10921,P04963,SUB-9210,1
9792,Q08257,SUB-3641,1
16470,I3RYX9,SUB-4333,0
22349,P0A9J4,SUB-7330,0
23793,P00331,SUB-6748,0
2207,Q8U2G5,SUB-9324,1
3046,B9W4V6,SUB-5930,1
23976,Q16854,SUB-8225,0
4717,O75936,SUB-5513,1
5909,Q9FG67,SUB-5235,1
21119,P19971,SUB-1270,0
22550,P0AFG8,SUB-1215,0
8556,Q91ZV4,SUB-8857,1
20364,B2RKK0,SUB-1444,0
23647,P11436,SUB-6233,0
18056,P07024,SUB-3985,0
9484,Q4QTJ1,SUB-10126,1
20359,B2RKK0,SUB-6314,0
15442,Q8WZG3,SUB-4640,0
18564,O95497,SUB-796,0
999,Q9HA79,SUB-4420,1
3172,Q04631,SUB-3957,1
9228,Q13126,SUB-10172,1
24842,Q93TJ5,SUB-6750,0
10994,P13448,SUB-10122,1
5184,P08319,SUB-8183,1
10886,P04963,SUB-2511,1
995,Q9HA79,SUB-7431,1
8412,Q8RLY5,SUB-333,1
18785,A5A0S1,SUB-5693,0
25416,P49012,SUB-7162,0
21536,Q7RXM0,SUB-9456,0
1044,P40817,SUB-1340,1
3821,A0LRH8,SUB-6408,1
2007,Q02083,SUB-2217,1
14453,M5C6U3,SUB-9042,0
21672,P24397,SUB-3222,0
10078,Q02318,SUB-288,1
